File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Read length	Run type	Library fragmentation method	Library size range	Biosample Age	Biological replicate	Technical replicate	Size	Lab	md5sum	File download URL	Assembly	Platform
ENCFF001QIG	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	1	413340905	John Stamatoyannopoulos, UW	881fa5d4ff40886cdd922abab9724477	https://www.encodeproject.org/files/ENCFF001QIG/@@download/ENCFF001QIG.fastq.gz		
ENCFF001QIH	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	1116970583	John Stamatoyannopoulos, UW	29a9465fd68918a428311c564c66110a	https://www.encodeproject.org/files/ENCFF001QIH/@@download/ENCFF001QIH.fastq.gz		HiSeq 2000
ENCFF001QII	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			2	1	1469097247	John Stamatoyannopoulos, UW	c468fb369b3ed56897b549afaa2de5c4	https://www.encodeproject.org/files/ENCFF001QII/@@download/ENCFF001QII.fastq.gz		
ENCFF001QIJ	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			2	1	392092290	John Stamatoyannopoulos, UW	26da4781d3d3defcf51c2989eeb3f6b7	https://www.encodeproject.org/files/ENCFF001QIJ/@@download/ENCFF001QIJ.fastq.gz	mm9	
ENCFF001PBR	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	601191633	John Stamatoyannopoulos, UW	dc73dd0fd0ba53926ad3ea86fa234323	https://www.encodeproject.org/files/ENCFF001PBR/@@download/ENCFF001PBR.fastq.gz	mm9	HiSeq 2000
ENCFF001PBP	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	610171821	John Stamatoyannopoulos, UW	0a9cf8001a7264cc52040a255fef0873	https://www.encodeproject.org/files/ENCFF001PBP/@@download/ENCFF001PBP.fastq.gz	mm9	HiSeq 2000
ENCFF001PBS	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	584563658	John Stamatoyannopoulos, UW	2abca3e50b68b86d44626c6b4cd30869	https://www.encodeproject.org/files/ENCFF001PBS/@@download/ENCFF001PBS.fastq.gz	mm9	HiSeq 2000
ENCFF001PBX	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	595887941	John Stamatoyannopoulos, UW	94953e6c01df8bc39195aae38ab68c54	https://www.encodeproject.org/files/ENCFF001PBX/@@download/ENCFF001PBX.fastq.gz	mm9	HiSeq 2000
ENCFF001PBO	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	585350561	John Stamatoyannopoulos, UW	0c684d3bc3e556fa7be2e221ee88b6cc	https://www.encodeproject.org/files/ENCFF001PBO/@@download/ENCFF001PBO.fastq.gz	mm9	HiSeq 2000
ENCFF001PBQ	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	581486351	John Stamatoyannopoulos, UW	6cb23629b7c3d9694ecf0779e7a1e5b9	https://www.encodeproject.org/files/ENCFF001PBQ/@@download/ENCFF001PBQ.fastq.gz	mm9	HiSeq 2000
ENCFF001PBU	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	582731769	John Stamatoyannopoulos, UW	937f9d156e2b72329cacea276f4daef9	https://www.encodeproject.org/files/ENCFF001PBU/@@download/ENCFF001PBU.fastq.gz	mm9	HiSeq 2000
ENCFF001PBY	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	584657651	John Stamatoyannopoulos, UW	50d029f84e2ba9276bff7d0c3ef14c51	https://www.encodeproject.org/files/ENCFF001PBY/@@download/ENCFF001PBY.fastq.gz	mm9	HiSeq 2000
ENCFF001PBZ	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	431136918	John Stamatoyannopoulos, UW	8dcf9218b5aa4bd72cfac04f9d7e7d36	https://www.encodeproject.org/files/ENCFF001PBZ/@@download/ENCFF001PBZ.fastq.gz	mm9	HiSeq 2000
ENCFF001PBT	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	600812571	John Stamatoyannopoulos, UW	c77a2187ab1bc4ee80950d9c19955bb2	https://www.encodeproject.org/files/ENCFF001PBT/@@download/ENCFF001PBT.fastq.gz	mm9	HiSeq 2000
ENCFF001PBW	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	585384041	John Stamatoyannopoulos, UW	3a225caaedf57ca82a3823a11c09bd3c	https://www.encodeproject.org/files/ENCFF001PBW/@@download/ENCFF001PBW.fastq.gz	mm9	HiSeq 2000
ENCFF001PBV	fastq	reads	ENCSR000COH	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	603335958	John Stamatoyannopoulos, UW	7e0b642a6c31820d2ee27d4a12788537	https://www.encodeproject.org/files/ENCFF001PBV/@@download/ENCFF001PBV.fastq.gz	mm9	HiSeq 2000
ENCFF001PGB	fastq	reads	ENCSR000CMP	DNase-seq	UBERON:0001893	telencephalon	tissue	adult	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		8 week	2	1	1137233996	John Stamatoyannopoulos, UW	be34e7c0e3bbf5c9f2d20175719927a4	https://www.encodeproject.org/files/ENCFF001PGB/@@download/ENCFF001PGB.fastq.gz		
ENCFF001PGC	fastq	reads	ENCSR000CMP	DNase-seq	UBERON:0001893	telencephalon	tissue	adult	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		8 week	3	1	1161084439	John Stamatoyannopoulos, UW	38b01b14ef9a8031044600fa830c4182	https://www.encodeproject.org/files/ENCFF001PGC/@@download/ENCFF001PGC.fastq.gz		
ENCFF001PGF	fastq	reads	ENCSR000CMP	DNase-seq	UBERON:0001893	telencephalon	tissue	adult	male	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document		8 week	1	1	1704853907	John Stamatoyannopoulos, UW	c5846a03493461db5b2157442377759a	https://www.encodeproject.org/files/ENCFF001PGF/@@download/ENCFF001PGF.fastq.gz		
ENCFF001LUL	fastq	reads	ENCSR000CHQ	DNase-seq	EFO:0002055	G1E-ER4	immortalized cell line	postnatal	male	Mus musculus	17β-estradiol					DNA		see document	see document		2012-08-16	ENCODE			single-ended	see document		0 day	1	1	1828423412	Ross Hardison, PennState	9219507d126c7428da1d37987c11aaf0	https://www.encodeproject.org/files/ENCFF001LUL/@@download/ENCFF001LUL.fastq.gz		Genome Analyzer IIx
ENCFF001LUS	fastq	reads	ENCSR000CHQ	DNase-seq	EFO:0002055	G1E-ER4	immortalized cell line	postnatal	male	Mus musculus	17β-estradiol					DNA		see document	see document		2012-08-16	ENCODE			single-ended	see document		0 day	2	1	6416997138	Ross Hardison, PennState	52a5dd6f1ee4116f678814b0206a18a8	https://www.encodeproject.org/files/ENCFF001LUS/@@download/ENCFF001LUS.fastq.gz		HiSeq 2000
ENCFF606BBT	fastq	reads	ENCSR372SMH	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	1	854545292	John Stamatoyannopoulos, UW	6aceabed92967607d9495779c8acdb2d	https://www.encodeproject.org/files/ENCFF606BBT/@@download/ENCFF606BBT.fastq.gz	hg19	
ENCFF763YFR	fastq	reads	ENCSR372SMH	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	1	880085281	John Stamatoyannopoulos, UW	f692ef93b8cfb6251e7f1cb09513661d	https://www.encodeproject.org/files/ENCFF763YFR/@@download/ENCFF763YFR.fastq.gz	hg19	
ENCFF908OJN	fastq	reads	ENCSR372SMH	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	2	5799348737	John Stamatoyannopoulos, UW	4230f5695867e60b7d77920c390a5b24	https://www.encodeproject.org/files/ENCFF908OJN/@@download/ENCFF908OJN.fastq.gz	hg19	
ENCFF642DPF	fastq	reads	ENCSR372SMH	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				2	2	1703282184	John Stamatoyannopoulos, UW	a9589c46f716cad3247d7e1c0caba5e4	https://www.encodeproject.org/files/ENCFF642DPF/@@download/ENCFF642DPF.fastq.gz	hg19	
ENCFF884BLA	fastq	reads	ENCSR372SMH	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	3	2248256641	John Stamatoyannopoulos, UW	b77b9a8974b6d0633cce8fedc798c0e5	https://www.encodeproject.org/files/ENCFF884BLA/@@download/ENCFF884BLA.fastq.gz	hg19	
ENCFF195LXT	fastq	reads	ENCSR372SMH	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				2	1	1894997154	John Stamatoyannopoulos, UW	78bb15a30044538eff331b40a1d2cd10	https://www.encodeproject.org/files/ENCFF195LXT/@@download/ENCFF195LXT.fastq.gz	hg19	
ENCFF282OVX	fastq	reads	ENCSR372SMH	DNase-seq	EFO:0003971	MEL cell line	immortalized cell line			Mus musculus						DNA						ENCODE			paired-ended				1	2	5814324450	John Stamatoyannopoulos, UW	9c99aba06b4ee8073a3a3198d3eed37b	https://www.encodeproject.org/files/ENCFF282OVX/@@download/ENCFF282OVX.fastq.gz	hg19	
ENCFF784LNB	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				2	3	973463153	John Stamatoyannopoulos, UW	edbf286773028f23a415d21a4f8d2c5b	https://www.encodeproject.org/files/ENCFF784LNB/@@download/ENCFF784LNB.fastq.gz	hg19	
ENCFF643GBH	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				5	1	10282194125	John Stamatoyannopoulos, UW	7c18753c5683e301c62fd36c2236459d	https://www.encodeproject.org/files/ENCFF643GBH/@@download/ENCFF643GBH.fastq.gz	hg19	
ENCFF326WQU	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				1	1	6738178214	John Stamatoyannopoulos, UW	ea724b3547934c53c113b3b0e887728c	https://www.encodeproject.org/files/ENCFF326WQU/@@download/ENCFF326WQU.fastq.gz	hg19	
ENCFF121ZAH	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				1	2	6756103458	John Stamatoyannopoulos, UW	723f93e49c954b426004cc0654d682c1	https://www.encodeproject.org/files/ENCFF121ZAH/@@download/ENCFF121ZAH.fastq.gz	hg19	
ENCFF246JKD	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				1	3	745983240	John Stamatoyannopoulos, UW	9f2acb4238a515e50e0a713831115ccc	https://www.encodeproject.org/files/ENCFF246JKD/@@download/ENCFF246JKD.fastq.gz	hg19	
ENCFF778EOA	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				4	3	903176262	John Stamatoyannopoulos, UW	3182f7d0f1bf984a74124c12e6b108ae	https://www.encodeproject.org/files/ENCFF778EOA/@@download/ENCFF778EOA.fastq.gz	hg19	
ENCFF027GEK	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				5	2	10474337391	John Stamatoyannopoulos, UW	a3bf20bced4bcbd3130ec9ff02b34903	https://www.encodeproject.org/files/ENCFF027GEK/@@download/ENCFF027GEK.fastq.gz	hg19	
ENCFF427AED	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				6	2	8471756451	John Stamatoyannopoulos, UW	42677606d554a2bb3cebde158db76eab	https://www.encodeproject.org/files/ENCFF427AED/@@download/ENCFF427AED.fastq.gz	hg19	
ENCFF327ZSB	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				4	1	8315768527	John Stamatoyannopoulos, UW	d23943f7f7d8cecd1d588b7a9c01f9a8	https://www.encodeproject.org/files/ENCFF327ZSB/@@download/ENCFF327ZSB.fastq.gz	hg19	
ENCFF858KFJ	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				3	2	11465613206	John Stamatoyannopoulos, UW	66460bb2730031648de2e125b7fed11b	https://www.encodeproject.org/files/ENCFF858KFJ/@@download/ENCFF858KFJ.fastq.gz	hg19	
ENCFF020CKO	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				2	1	9786054231	John Stamatoyannopoulos, UW	3e617d83b2532e36a44f4e27790ce4ba	https://www.encodeproject.org/files/ENCFF020CKO/@@download/ENCFF020CKO.fastq.gz	hg19	
ENCFF537UNB	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				2	2	9726297388	John Stamatoyannopoulos, UW	f1dc6a21380d229f5d15828e8141948b	https://www.encodeproject.org/files/ENCFF537UNB/@@download/ENCFF537UNB.fastq.gz	hg19	
ENCFF791GZD	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				3	1	11119747059	John Stamatoyannopoulos, UW	699a357c000dc311b4ac3913139f4152	https://www.encodeproject.org/files/ENCFF791GZD/@@download/ENCFF791GZD.fastq.gz	hg19	
ENCFF885KKM	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				3	3	807894056	John Stamatoyannopoulos, UW	404417b1e47905f74a94eabec264ab37	https://www.encodeproject.org/files/ENCFF885KKM/@@download/ENCFF885KKM.fastq.gz	hg19	
ENCFF228MJD	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				5	3	886675016	John Stamatoyannopoulos, UW	5610fb44dec23304429dc7bba4ac21d2	https://www.encodeproject.org/files/ENCFF228MJD/@@download/ENCFF228MJD.fastq.gz	hg19	
ENCFF353CTD	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				6	3	946344772	John Stamatoyannopoulos, UW	53cea9fe2596b4f9d5293bd821f9bfd2	https://www.encodeproject.org/files/ENCFF353CTD/@@download/ENCFF353CTD.fastq.gz	hg19	
ENCFF188GIQ	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				6	1	8295191226	John Stamatoyannopoulos, UW	03a1eaf72da500d350bddd9a17a6105d	https://www.encodeproject.org/files/ENCFF188GIQ/@@download/ENCFF188GIQ.fastq.gz	hg19	
ENCFF519KMQ	fastq	reads	ENCSR498GAH	DNase-seq	UBERON:0002107	liver	tissue			Mus musculus						DNA						ENCODE			paired-ended				4	2	8257907180	John Stamatoyannopoulos, UW	bcbd3e6a881b0b515ca5a8f248970be7	https://www.encodeproject.org/files/ENCFF519KMQ/@@download/ENCFF519KMQ.fastq.gz	hg19	
ENCFF155DLL	fastq	reads	ENCSR964VDK	DNase-seq	EFO:0002076	R1	stem cell			Mus musculus						DNA						ENCODE			paired-ended		<500		1	2	454421675	John Stamatoyannopoulos, UW	ff88855496353425dba4a34a77a0145c	https://www.encodeproject.org/files/ENCFF155DLL/@@download/ENCFF155DLL.fastq.gz	hg19	
ENCFF701WWS	fastq	reads	ENCSR964VDK	DNase-seq	EFO:0002076	R1	stem cell			Mus musculus						DNA						ENCODE			paired-ended		<500		1	1	9556780254	John Stamatoyannopoulos, UW	dd17045c59cd522219e107df8d4f8a73	https://www.encodeproject.org/files/ENCFF701WWS/@@download/ENCFF701WWS.fastq.gz	hg19	
ENCFF706MWR	fastq	reads	ENCSR964VDK	DNase-seq	EFO:0002076	R1	stem cell			Mus musculus						DNA						ENCODE			paired-ended		<500		1	1	18781404011	John Stamatoyannopoulos, UW	ea79dbb1b775862d8e736fc80a265078	https://www.encodeproject.org/files/ENCFF706MWR/@@download/ENCFF706MWR.fastq.gz	hg19	
ENCFF001PVG	fastq	reads	ENCSR000CNQ	DNase-seq	CL:0000765	erythroblast	in vitro differentiated cells	unknown	unknown	Mus musculus	estradiol					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			1	1	237679980	John Stamatoyannopoulos, UW	a888cb62a0e096b7d473b82fbf4ce7ab	https://www.encodeproject.org/files/ENCFF001PVG/@@download/ENCFF001PVG.fastq.gz		
ENCFF001PVK	fastq	reads	ENCSR000CNQ	DNase-seq	CL:0000765	erythroblast	in vitro differentiated cells	unknown	unknown	Mus musculus	estradiol					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			2	1	240593178	John Stamatoyannopoulos, UW	bf9b1dc32ad391d26821540843568a78	https://www.encodeproject.org/files/ENCFF001PVK/@@download/ENCFF001PVK.fastq.gz		
ENCFF001PVL	fastq	reads	ENCSR000CNQ	DNase-seq	CL:0000765	erythroblast	in vitro differentiated cells	unknown	unknown	Mus musculus	estradiol					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			2	1	1304376427	John Stamatoyannopoulos, UW	74847bc4058b3f2838e344a1cbe399b7	https://www.encodeproject.org/files/ENCFF001PVL/@@download/ENCFF001PVL.fastq.gz	mm9	
ENCFF001PVH	fastq	reads	ENCSR000CNQ	DNase-seq	CL:0000765	erythroblast	in vitro differentiated cells	unknown	unknown	Mus musculus	estradiol					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			1	1	716575170	John Stamatoyannopoulos, UW	6d769364eaee11098630cc5fb24fb961	https://www.encodeproject.org/files/ENCFF001PVH/@@download/ENCFF001PVH.fastq.gz	mm9	
ENCFF001PVI	fastq	reads	ENCSR000CNQ	DNase-seq	CL:0000765	erythroblast	in vitro differentiated cells	unknown	unknown	Mus musculus	estradiol					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			1	1	1059514900	John Stamatoyannopoulos, UW	9604b0aacc70d037a87b9aa911391ae2	https://www.encodeproject.org/files/ENCFF001PVI/@@download/ENCFF001PVI.fastq.gz	mm9	
ENCFF001ODI	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	1	1226661351	John Stamatoyannopoulos, UW	9b18b465de21315e58c3c68ba950a6ce	https://www.encodeproject.org/files/ENCFF001ODI/@@download/ENCFF001ODI.fastq.gz		
ENCFF001ODJ	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	867628908	John Stamatoyannopoulos, UW	11bc960c63732372ac55d3fcb127c62b	https://www.encodeproject.org/files/ENCFF001ODJ/@@download/ENCFF001ODJ.fastq.gz		HiSeq 2000
ENCFF001PDD	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			2	1	961560763	John Stamatoyannopoulos, UW	116819db6c5ab98a79890c6c02f830d3	https://www.encodeproject.org/files/ENCFF001PDD/@@download/ENCFF001PDD.fastq.gz		
ENCFF001PDQ	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	1	1983539729	John Stamatoyannopoulos, UW	d01d5b068087198b6a16875b78e4a50f	https://www.encodeproject.org/files/ENCFF001PDQ/@@download/ENCFF001PDQ.fastq.gz		
ENCFF001ODN	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	551262949	John Stamatoyannopoulos, UW	4a3d899e5dad0e8288f0de062b3b0fc3	https://www.encodeproject.org/files/ENCFF001ODN/@@download/ENCFF001ODN.fastq.gz	mm9	HiSeq 2000
ENCFF001ODP	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	548547944	John Stamatoyannopoulos, UW	066394404b93f4ca6308e7abc172fa0f	https://www.encodeproject.org/files/ENCFF001ODP/@@download/ENCFF001ODP.fastq.gz	mm9	HiSeq 2000
ENCFF001ODK	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	544802385	John Stamatoyannopoulos, UW	a370af5e9c3a104bc1094dbcdc8947bb	https://www.encodeproject.org/files/ENCFF001ODK/@@download/ENCFF001ODK.fastq.gz	mm9	HiSeq 2000
ENCFF001ODL	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	560689022	John Stamatoyannopoulos, UW	3d59418275e9be476a2a93418b9a895e	https://www.encodeproject.org/files/ENCFF001ODL/@@download/ENCFF001ODL.fastq.gz	mm9	HiSeq 2000
ENCFF001ODO	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	553762384	John Stamatoyannopoulos, UW	7055d083351c362a49ee41c8f665d555	https://www.encodeproject.org/files/ENCFF001ODO/@@download/ENCFF001ODO.fastq.gz	mm9	HiSeq 2000
ENCFF001ODR	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	566899552	John Stamatoyannopoulos, UW	38763fe86379f3f4c47f94e0be990954	https://www.encodeproject.org/files/ENCFF001ODR/@@download/ENCFF001ODR.fastq.gz	mm9	HiSeq 2000
ENCFF001ODM	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	544373990	John Stamatoyannopoulos, UW	9b66fcec390a7d9667ac62e29ee7096a	https://www.encodeproject.org/files/ENCFF001ODM/@@download/ENCFF001ODM.fastq.gz	mm9	HiSeq 2000
ENCFF001ODS	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	557045127	John Stamatoyannopoulos, UW	de13ced6c84bb3dfabea4292c869ecec	https://www.encodeproject.org/files/ENCFF001ODS/@@download/ENCFF001ODS.fastq.gz	mm9	HiSeq 2000
ENCFF001ODV	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	544790274	John Stamatoyannopoulos, UW	450215910ab9231f181e4d45082e4d53	https://www.encodeproject.org/files/ENCFF001ODV/@@download/ENCFF001ODV.fastq.gz	mm9	HiSeq 2000
ENCFF001OEB	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	570983869	John Stamatoyannopoulos, UW	1d85e94b6c5df691f843e3d8d7b00701	https://www.encodeproject.org/files/ENCFF001OEB/@@download/ENCFF001OEB.fastq.gz	mm9	HiSeq 2000
ENCFF001OEE	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	551615379	John Stamatoyannopoulos, UW	a7ee93e517cc6a225698757a7cf45e9e	https://www.encodeproject.org/files/ENCFF001OEE/@@download/ENCFF001OEE.fastq.gz	mm9	HiSeq 2000
ENCFF001ODU	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	44591588	John Stamatoyannopoulos, UW	7d74ebe8f448e80810dfd5b5c9f4cc5e	https://www.encodeproject.org/files/ENCFF001ODU/@@download/ENCFF001ODU.fastq.gz	mm9	HiSeq 2000
ENCFF001ODZ	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	556286070	John Stamatoyannopoulos, UW	ae92ef3d460d0a0a9ba229e641c67210	https://www.encodeproject.org/files/ENCFF001ODZ/@@download/ENCFF001ODZ.fastq.gz	mm9	HiSeq 2000
ENCFF001OEC	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	569113883	John Stamatoyannopoulos, UW	2ba8d6eecc8f478d03533ce05319fdb4	https://www.encodeproject.org/files/ENCFF001OEC/@@download/ENCFF001OEC.fastq.gz	mm9	HiSeq 2000
